Date,Thực tế,Dự đoán theo LSTM,Dự đoán theo GRU,Dự đoán theo BiLSTM,Dự đoán theo mô hình ConvLSTM
2020-01-03 10:00:00,52.0,52.71246,54.619522,53.979145,52.799862
2020-01-03 12:00:00,37.0,39.375114,41.86622,40.149864,38.520058
2020-01-03 14:00:00,44.0,43.53023,46.130466,44.75358,44.659077
2020-01-03 16:00:00,54.0,52.960663,55.488155,54.21511,54.14988
2020-01-03 18:00:00,46.0,47.12262,49.092705,48.814358,46.54106
2020-01-03 20:00:00,59.0,59.087532,60.67887,60.7146,59.16581
2020-01-03 22:00:00,61.0,62.32613,62.933075,63.8414,60.81287
2020-01-04 00:00:00,78.0,77.05284,78.9072,79.818665,77.215836
2020-01-04 02:00:00,65.0,68.1922,69.06989,68.42852,65.448715
2020-01-04 04:00:00,49.0,53.528957,53.588497,54.05008,49.20262
2020-01-04 06:00:00,41.0,44.76028,46.17554,45.53264,41.51467
2020-01-04 08:00:00,40.0,43.372818,44.751644,45.105316,39.98137
2020-01-04 10:00:00,32.0,35.127113,38.30787,37.319527,32.611374
2020-01-04 12:00:00,43.0,41.04017,45.533623,43.640846,43.285103
2020-01-04 14:00:00,50.0,47.56216,54.59279,51.6417,49.328094
2020-01-04 16:00:00,48.0,47.8107,53.765427,49.629093,47.417263
2020-01-04 18:00:00,41.0,42.029186,46.872402,43.315166,40.076767
2020-01-04 20:00:00,40.0,43.27777,44.632526,43.3772,39.374306
2020-01-04 22:00:00,49.0,51.797295,52.682777,51.884758,48.078106
2020-01-05 00:00:00,70.0,68.71679,73.35679,69.997986,68.774315
2020-01-05 02:00:00,70.0,75.09189,72.84799,73.73392,69.55277
2020-01-05 04:00:00,86.0,88.33241,87.35311,87.95054,85.04564
2020-01-05 06:00:00,80.0,85.34806,83.80153,83.798035,80.197716
2020-01-05 08:00:00,97.0,99.61252,99.576546,99.31275,96.8048
2020-01-06 10:00:00,71.0,76.5801,74.59526,75.95512,71.72807
2020-01-06 12:00:00,91.0,93.77036,94.21377,94.08823,90.606064
2020-01-06 14:00:00,168.0,168.22798,175.2012,169.83751,167.66324
2020-01-06 22:00:00,79.0,81.94337,82.59729,83.04623,81.33852
2020-01-07 00:00:00,149.0,145.9462,153.19719,146.47147,149.72476
2020-01-07 02:00:00,236.0,230.9523,248.11658,233.44217,238.6368
2020-01-07 06:00:00,9.0,9.191908,11.161627,5.8307743,13.210289
2020-01-07 10:00:00,29.0,25.31743,32.70418,24.27451,32.794544
2020-01-07 12:00:00,33.0,30.830112,34.701984,29.254894,32.519962
2020-01-07 20:00:00,17.0,11.347183,21.307999,16.376637,17.52756
2020-01-07 22:00:00,4.0,-0.85231185,9.07667,4.8179073,7.869364
2020-01-08 00:00:00,3.0,-0.51315475,6.7257366,4.4854374,4.054327
2020-01-08 02:00:00,7.0,5.205572,5.7128773,10.234461,6.748808
2020-01-08 04:00:00,8.0,2.7681906,9.959612,8.578562,6.845583
2020-01-08 06:00:00,1.0,-9.853804,7.8679943,5.2453403,0.7683661
